"Arquitectura, Urbanisme i Edificació";"2n cicle";"Enginyeria d’Organització Industrial, orientada a l’Edificació";"Barcelona";"EPSEB";"http://www.upc.edu/grau/fitxa_grau.php?id_estudi=85&lang=cat"
"Arquitectura, Urbanisme i Edificació";"2n cicle";"Enginyeria d’Organització Industrial, orientada a l’Edificació, i Graduat Superior en Gestió de l’Edificació";"Barcelona";"EPSEB";"http://www.upc.edu/grau/fitxa_grau.php?id_estudi=86&lang=cat"
"Arquitectura, Urbanisme i Edificació";"Grau";"Grau en Arquitectura";"Barcelona";"ETSAB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=228&lang=cat"
"Arquitectura, Urbanisme i Edificació";"Grau";"Grau en Arquitectura";"Sant Cugat del Vallès";"ETSAV";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=229&lang=cat"
"Arquitectura, Urbanisme i Edificació";"Grau";"Grau en Enginyeria d’Edificació";"Barcelona";"EPSEB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=173&lang=cat"
"Ciències Aplicades";"Grau";"Grau en Enginyeria Física";"Barcelona";"ETSETB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=275&lang=cat"
"Ciències Aplicades";"Grau";"Grau en Estadística (interuniversitari UB-UPC)";"Barcelona";"FME";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=208&lang=cat"
"Ciències Aplicades";"Grau";"Grau en Matemàtiques";"Barcelona";"FME";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=209&lang=cat"
"Ciències Aplicades";"2n cicle";"Llicenciatura de Ciències i Tècniques Estadístiques";"Barcelona";"FME";"http://www.upc.edu/grau/fitxa_grau.php?id_estudi=105&lang=cat"
"Ciències i Tecnologies de la Salut";"Grau";"Grau en Enginyeria Biomèdica";"Barcelona";"EUETIB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=180&lang=cat"
"Ciències i Tecnologies de la Salut";"Grau";"Grau en Òptica i Optometria";"Terrassa";"FOOT";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=174&lang=cat"
"Ciències i Tecnologies de la Salut";"Grau";"Grau en Òptica i Optometria (modalitat semipresencial)";"Terrassa";"FOOT";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=216&lang=cat"
"Comunicació i Mitjans Audiovisuals";"Grau";"Grau en Fotografia i Creació Digital";"Terrassa";"CITM";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=223&lang=cat"
"Comunicació i Mitjans Audiovisuals";"Grau";"Grau en Mitjans Audiovisuals";"Mataró";"EUPMT";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=222&lang=cat"
"Comunicació i Mitjans Audiovisuals";"Grau";"Grau en Multimèdia";"Terrassa";"CITM";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=224&lang=cat"
"Enginyeria Aeroespacial";"2n cicle";"Enginyeria Aeronàutica";"Terrassa";"ETSEIAT";"http://www.upc.edu/grau/fitxa_grau.php?id_estudi=268&lang=cat"
"Enginyeria Aeroespacial";"Grau";"Grau en Enginyeria d’Aeronavegació";"Castelldefels";"EETAC";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=227&lang=cat"
"Enginyeria Aeroespacial";"Grau";"Grau en Enginyeria d’Aeroports";"Castelldefels";"EETAC";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=230&lang=cat"
"Enginyeria Aeroespacial";"Grau";"Grau en Enginyeria en Tecnologies Aeroespacials";"Terrassa";"ETSEIAT";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=231&lang=cat"
"Enginyeria Aeroespacial";"Grau";"Grau en Enginyeria en Vehicles Aeroespacials";"Terrassa";"ETSEIAT";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=232&lang=cat"
"Enginyeria Civil";"Grau";"Grau en Enginyeria Civil";"Barcelona";"ETSECCPB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=233&lang=cat"
"Enginyeria Civil";"Grau";"Grau en Enginyeria de la Construcció";"Barcelona";"ETSECCPB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=234&lang=cat"
"Enginyeria Civil";"Grau";"Grau en Enginyeria de Recursos Energètics i Miners";"Manresa";"EPSEM";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=179&lang=cat"
"Enginyeria Civil";"Grau";"Grau en Enginyeria Geològica (interuniversitari UPC-UB)";"Barcelona";"ETSECCPB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=235&lang=cat"
"Enginyeria Civil";"Grau";"Grau en Enginyeria Geomàtica i Topografia";"Barcelona";"EPSEB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=236&lang=cat"
"Enginyeria de Biosistemes";"Grau";"Grau en Enginyeria Agrícola";"Castelldefels";"ESAB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=175&lang=cat"
"Enginyeria de Biosistemes";"Grau";"Grau en Enginyeria Agroambiental i del Paisatge";"Castelldefels";"ESAB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=177&lang=cat"
"Enginyeria de Biosistemes";"Grau";"Grau en Enginyeria Alimentària";"Castelldefels";"ESAB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=176&lang=cat"
"Enginyeria de Biosistemes";"Grau";"Grau en Enginyeria de Sistemes Biològics";"Castelldefels";"ESAB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=178&lang=cat"
"Enginyeria Informàtica";"Grau";"Grau en Enginyeria de Sistemes TIC";"Manresa";"EPSEM";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=243&lang=cat"
"Enginyeria Informàtica";"Grau";"Grau en Enginyeria Informàtica";"Vilanova i la Geltrú";"EPSEVG";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=245&lang=cat"
"Enginyeria Informàtica";"Grau";"Grau en Enginyeria Informàtica";"Mataró";"EUPMT";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=246&lang=cat"
"Enginyeria Informàtica";"Grau";"Grau en Enginyeria Informàtica";"Barcelona";"FIB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=244&lang=cat"
"Enginyeries de la Telecomunicació";"2n cicle";"Enginyeria de Telecomunicació";"Castelldefels";"EETAC";"http://www.upc.edu/grau/fitxa_grau.php?id_estudi=109&lang=cat"
"Enginyeries de la Telecomunicació";"2n cicle";"Enginyeria de Telecomunicació";"Barcelona";"ETSETB";"http://www.upc.edu/grau/fitxa_grau.php?id_estudi=171&lang=cat"
"Enginyeries de la Telecomunicació";"2n cicle";"Enginyeria Electrònica";"Barcelona";"ETSETB";"http://www.upc.edu/grau/fitxa_grau.php?id_estudi=106&lang=cat"
"Enginyeries de la Telecomunicació";"2n cicle";"Enginyeria Electrònica";"Barcelona";"ETSETB";"http://www.upc.edu/grau/fitxa_grau.php?id_estudi=108&lang=cat"
"Enginyeries de la Telecomunicació";"Grau";"Grau en Ciències i Tecnologies de Telecomunicació";"Barcelona";"ETSETB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=247&lang=cat"
"Enginyeries de la Telecomunicació";"Grau";"Grau en Enginyeria de Sistemes Audiovisuals";"Terrassa";"EET";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=202&lang=cat"
"Enginyeries de la Telecomunicació";"Grau";"Grau en Enginyeria de Sistemes Audiovisuals";"Barcelona";"ETSETB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=201&lang=cat"
"Enginyeries de la Telecomunicació";"Grau";"Grau en Enginyeria de Sistemes de Telecomunicació";"Castelldefels";"EETAC";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=205&lang=cat"
"Enginyeries de la Telecomunicació";"Grau";"Grau en Enginyeria de Sistemes de Telecomunicació";"Barcelona";"ETSETB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=250&lang=cat"
"Enginyeries de la Telecomunicació";"Grau";"Grau en Enginyeria de Sistemes Electrònics";"Vilanova i la Geltrú";"EPSEVG";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=203&lang=cat"
"Enginyeries de la Telecomunicació";"Grau";"Grau en Enginyeria de Sistemes Electrònics";"Barcelona";"ETSETB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=204&lang=cat"
"Enginyeries de la Telecomunicació";"Grau";"Grau en Enginyeria de Sistemes TIC";"Manresa";"EPSEM";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=243&lang=cat"
"Enginyeries de la Telecomunicació";"Grau";"Grau en Enginyeria Telemàtica";"Castelldefels";"EETAC";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=206&lang=cat"
"Enginyeries de la Telecomunicació";"Grau";"Grau en Enginyeria Telemàtica";"Barcelona";"ETSETB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=251&lang=cat"
"Enginyeries Industrials";"2n cicle";"Enginyeria Industrial";"Terrassa";"ETSEIAT";"http://www.upc.edu/grau/fitxa_grau.php?id_estudi=264&lang=cat"
"Enginyeries Industrials";"2n cicle";"Enginyeria Industrial";"Barcelona";"ETSEIB";"http://www.upc.edu/grau/fitxa_grau.php?id_estudi=263&lang=cat"
"Enginyeries Industrials";"2n cicle";"Enginyeria Química";"Barcelona";"ETSEIB";"http://www.upc.edu/grau/fitxa_grau.php?id_estudi=266&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria Biomèdica";"Barcelona";"EUETIB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=180&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria de Disseny Industrial i Desenvolupament del Producte";"Terrassa";"EET";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=248&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria de Disseny Industrial i Desenvolupament del Producte";"Vilanova i la Geltrú";"EPSEVG";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=215&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria de l’Energia";"Barcelona";"EUETIB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=190&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria de Materials";"Barcelona";"ETSEIB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=238&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria de Tecnologia i Disseny Tèxtil";"Terrassa";"EET";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=196&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria Elèctrica";"Terrassa";"EET";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=184&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria Elèctrica";"Manresa";"EPSEM";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=181&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria Elèctrica";"Vilanova i la Geltrú";"EPSEVG";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=182&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria Elèctrica";"Barcelona";"EUETIB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=183&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria Electrònica Industrial i Automàtica";"Terrassa";"EET";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=188&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria Electrònica Industrial i Automàtica";"Manresa";"EPSEM";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=185&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria Electrònica Industrial i Automàtica";"Vilanova i la Geltrú";"EPSEVG";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=186&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria Electrònica Industrial i Automàtica";"Barcelona";"EUETIB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=187&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria Electrònica Industrial i Automàtica";"Mataró";"EUPMT";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=189&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria en Organització Industrial";"Igualada";"EEI";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=276&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria en Tecnologies Industrials";"Terrassa";"ETSEIAT";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=241&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria en Tecnologies Industrials";"Barcelona";"ETSEIB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=242&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria Mecànica";"Terrassa";"EET";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=194&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria Mecànica";"Manresa";"EPSEM";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=191&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria Mecànica";"Vilanova i la Geltrú";"EPSEVG";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=192&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria Mecànica";"Barcelona";"EUETIB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=193&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria Mecànica";"Mataró";"EUPMT";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=195&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria Química";"Igualada";"EEI";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=199&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria Química";"Terrassa";"EET";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=200&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria Química";"Manresa";"EPSEM";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=197&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria Química";"Barcelona";"ETSEIB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=249&lang=cat"
"Enginyeries Industrials";"Grau";"Grau en Enginyeria Química";"Barcelona";"EUETIB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=198&lang=cat"
"Enginyeries Naval, Marina i Nàutica";"Grau";"Grau en Enginyeria en Sistemes i Tecnologia Naval";"Barcelona";"FNB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=240&lang=cat"
"Enginyeries Naval, Marina i Nàutica";"Grau";"Grau en Enginyeria Marina";"Barcelona";"FNB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=237&lang=cat"
"Enginyeries Naval, Marina i Nàutica";"Grau";"Grau en Enginyeria Nàutica i Transport Marítim";"Barcelona";"FNB";"http://www.upc.edu/estudispdf/estudi.php?id_estudi=239&lang=cat"
"Enginyeries Naval, Marina i Nàutica";"2n cicle";"Llicenciatura de Màquines Navals";"Barcelona";"FNB";"http://www.upc.edu/grau/fitxa_grau.php?id_estudi=140&lang=cat"
"Enginyeries Naval, Marina i Nàutica";"2n cicle";"Llicenciatura de Nàutica i Transport Marítim";"Barcelona";"FNB";"http://www.upc.edu/grau/fitxa_grau.php?id_estudi=141&lang=cat"
